store_id,store_name,address,city,state,zip_code,phone,store_format,country,status,cvs_pharmacy,starbucks,drive_up_pickup
T-2165,Target WA Central City #10,1225 Main St,WA Central City,WA,50073,(419) 688-2276,Small-format,US,Open,Yes,Yes,Yes
T-2166,Target WA North City #11,1350 Commerce Way,WA North City,WA,50180,(336) 807-4705,Standard,US,Open,Yes,Yes,Yes
T-2167,Target WA South City #12,1475 Retail Blvd,WA South City,WA,50287,(732) 896-8291,Standard,US,Open,Yes,Yes,Yes
T-2168,Target WA Central City #13,1600 Main St,WA Central City,WA,50094,(210) 208-6629,Standard,US,Open,Yes,Yes,Yes
T-2169,Target WA North City #14,1725 Commerce Way,WA North City,WA,50111,(324) 632-3165,Standard,US,Open,Yes,Yes,Yes
T-2170,Target WA South City #15,1850 Retail Blvd,WA South City,WA,50218,(690) 272-4751,Standard,US,Open,Yes,Yes,Yes
T-2171,Target WA Central City #16,1975 Main St,WA Central City,WA,50025,(593) 291-2678,Standard,US,Open,Yes,Yes,Yes
T-2172,Target WA North City #17,2100 Commerce Way,WA North City,WA,50132,(306) 520-7022,SuperTarget,US,Open,Yes,Yes,Yes
T-2173,Target WA South City #18,2225 Retail Blvd,WA South City,WA,50239,(507) 340-7270,Standard,US,Open,Yes,Yes,Yes
T-2174,Target WA Central City #19,2350 Main St,WA Central City,WA,50046,(972) 336-3340,Standard,US,Open,Yes,Yes,Yes
T-2175,Target WA North City #20,2475 Commerce Way,WA North City,WA,50153,(271) 743-1138,Small-format,US,Open,Yes,Yes,Yes
T-2176,Target WA South City #21,2600 Retail Blvd,WA South City,WA,50260,(825) 865-3688,Standard,US,Open,Yes,Yes,Yes
T-2177,Target WA Central City #22,2725 Main St,WA Central City,WA,50067,(651) 559-4490,Standard,US,Open,Yes,Yes,Yes
T-2178,Target WA North City #23,2850 Commerce Way,WA North City,WA,50174,(844) 966-3480,Standard,US,Open,Yes,Yes,Yes
T-2179,Target WA South City #24,2975 Retail Blvd,WA South City,WA,50281,(622) 830-8248,Standard,US,Open,Yes,Yes,Yes
T-2180,Target WA Central City #25,3100 Main St,WA Central City,WA,50088,(423) 288-2646,SuperTarget,US,Open,Yes,Yes,Yes
T-2181,Target WA North City #26,3225 Commerce Way,WA North City,WA,50195,(344) 970-3017,Standard,US,Open,Yes,Yes,Yes
T-2182,Target WA South City #27,3350 Retail Blvd,WA South City,WA,50212,(804) 947-7291,Standard,US,Open,Yes,Yes,Yes
T-2183,Target WA Central City #28,3475 Main St,WA Central City,WA,50019,(560) 639-6152,Standard,US,Open,Yes,Yes,Yes
T-2184,Target WA North City #29,3600 Commerce Way,WA North City,WA,50126,(344) 453-5537,Standard,US,Open,Yes,Yes,Yes
T-2185,Target WA South City #30,3725 Retail Blvd,WA South City,WA,50233,(861) 286-5065,Small-format,US,Open,Yes,Yes,Yes
T-2186,Target WA Central City #31,3850 Main St,WA Central City,WA,50040,(767) 815-5668,Standard,US,Open,Yes,Yes,Yes
T-2187,Target WA North City #32,3975 Commerce Way,WA North City,WA,50147,(908) 227-5942,Standard,US,Open,Yes,Yes,Yes
T-2188,Target WA South City #33,4100 Retail Blvd,WA South City,WA,50254,(411) 730-9348,SuperTarget,US,Open,Yes,Yes,Yes
T-2189,Target WA Central City #34,4225 Main St,WA Central City,WA,50061,(394) 965-7418,Standard,US,Open,Yes,Yes,Yes
T-2190,Target WA North City #35,4350 Commerce Way,WA North City,WA,50168,(503) 861-1894,Standard,US,Open,Yes,Yes,Yes
T-2191,Target WA South City #36,4475 Retail Blvd,WA South City,WA,50275,(446) 706-7322,Standard,US,Open,Yes,Yes,Yes
T-2192,Target WA Central City #37,4600 Main St,WA Central City,WA,50082,(316) 446-9185,Standard,US,Open,Yes,Yes,Yes
T-2193,Target WA North City #38,4725 Commerce Way,WA North City,WA,50189,(854) 808-2163,Standard,US,Open,Yes,Yes,Yes
T-2194,Target WA South City #39,4850 Retail Blvd,WA South City,WA,50296,(741) 212-6916,Standard,US,Open,Yes,Yes,Yes
T-2195,Target WA Central City #40,4975 Main St,WA Central City,WA,50013,(525) 335-7337,Small-format,US,Open,Yes,Yes,Yes
T-2196,Target WA North City #41,5100 Commerce Way,WA North City,WA,50120,(783) 630-6986,SuperTarget,US,Open,Yes,Yes,Yes
T-2197,Target WA South City #42,5225 Retail Blvd,WA South City,WA,50227,(760) 899-3830,Standard,US,Open,Yes,Yes,Yes
T-2198,Target WA Central City #43,5350 Main St,WA Central City,WA,50034,(982) 682-2195,Standard,US,Open,Yes,Yes,Yes
T-2199,Target WA North City #44,5475 Commerce Way,WA North City,WA,50141,(218) 801-2106,Standard,US,Open,Yes,Yes,Yes
T-2200,Target WA South City #45,5600 Retail Blvd,WA South City,WA,50248,(215) 468-4534,Standard,US,Open,Yes,Yes,Yes
T-2201,Target WA Central City #46,5725 Main St,WA Central City,WA,50055,(241) 261-7520,Standard,US,Open,Yes,Yes,Yes
T-2202,Target WA North City #47,5850 Commerce Way,WA North City,WA,50162,(719) 493-9209,Standard,US,Open,Yes,Yes,Yes
T-2203,Target WA South City #48,5975 Retail Blvd,WA South City,WA,50269,(986) 625-7939,Standard,US,Open,Yes,Yes,Yes
T-2204,Target NJ Central City #1,100 Main St,NJ Central City,NJ,50010,(919) 611-2350,SuperTarget,US,Open,Yes,Yes,Yes
T-2205,Target NJ North City #2,225 Commerce Way,NJ North City,NJ,50117,(856) 749-9808,Standard,US,Open,Yes,Yes,Yes
T-2206,Target NJ South City #3,350 Retail Blvd,NJ South City,NJ,50224,(831) 356-5546,Standard,US,Open,Yes,Yes,Yes
T-2207,Target NJ Central City #4,475 Main St,NJ Central City,NJ,50031,(286) 517-2294,Standard,US,Open,Yes,Yes,Yes
T-2208,Target NJ North City #5,600 Commerce Way,NJ North City,NJ,50138,(724) 408-3545,Standard,US,Open,Yes,Yes,Yes
T-2209,Target NJ South City #6,725 Retail Blvd,NJ South City,NJ,50245,(750) 534-7401,Standard,US,Open,Yes,Yes,Yes
T-2210,Target NJ Central City #7,850 Main St,NJ Central City,NJ,50052,(801) 849-2083,Standard,US,Open,Yes,Yes,Yes
T-2211,Target NJ North City #8,975 Commerce Way,NJ North City,NJ,50159,(518) 915-8167,Standard,US,Open,Yes,Yes,Yes
T-2212,Target NJ South City #9,1100 Retail Blvd,NJ South City,NJ,50266,(948) 444-1948,SuperTarget,US,Open,Yes,Yes,Yes
T-2213,Target NJ Central City #10,1225 Main St,NJ Central City,NJ,50073,(451) 288-8118,Small-format,US,Open,Yes,Yes,Yes
T-2214,Target NJ North City #11,1350 Commerce Way,NJ North City,NJ,50180,(319) 664-1901,Standard,US,Open,Yes,Yes,Yes
T-2215,Target NJ South City #12,1475 Retail Blvd,NJ South City,NJ,50287,(517) 882-3877,Standard,US,Open,Yes,Yes,Yes
T-2216,Target NJ Central City #13,1600 Main St,NJ Central City,NJ,50094,(323) 212-3248,Standard,US,Open,Yes,Yes,Yes
T-2217,Target NJ North City #14,1725 Commerce Way,NJ North City,NJ,50111,(919) 211-3684,Standard,US,Open,Yes,Yes,Yes
T-2218,Target NJ South City #15,1850 Retail Blvd,NJ South City,NJ,50218,(709) 555-9568,Standard,US,Open,Yes,Yes,Yes
T-2219,Target NJ Central City #16,1975 Main St,NJ Central City,NJ,50025,(730) 938-5247,Standard,US,Open,Yes,Yes,Yes
T-2220,Target NJ North City #17,2100 Commerce Way,NJ North City,NJ,50132,(371) 580-3079,SuperTarget,US,Open,Yes,Yes,Yes
T-2221,Target NJ South City #18,2225 Retail Blvd,NJ South City,NJ,50239,(968) 999-5403,Standard,US,Open,Yes,Yes,Yes
T-2222,Target NJ Central City #19,2350 Main St,NJ Central City,NJ,50046,(951) 320-1480,Standard,US,Open,Yes,Yes,Yes
T-2223,Target NJ North City #20,2475 Commerce Way,NJ North City,NJ,50153,(544) 639-5456,Small-format,US,Open,Yes,Yes,Yes
T-2224,Target NJ South City #21,2600 Retail Blvd,NJ South City,NJ,50260,(737) 265-5308,Standard,US,Open,Yes,Yes,Yes
T-2225,Target NJ Central City #22,2725 Main St,NJ Central City,NJ,50067,(930) 790-2262,Standard,US,Open,Yes,Yes,Yes
T-2226,Target NJ North City #23,2850 Commerce Way,NJ North City,NJ,50174,(709) 666-9368,Standard,US,Open,Yes,Yes,Yes
T-2227,Target NJ South City #24,2975 Retail Blvd,NJ South City,NJ,50281,(569) 256-9185,Standard,US,Open,Yes,Yes,Yes
T-2228,Target NJ Central City #25,3100 Main St,NJ Central City,NJ,50088,(781) 370-7024,SuperTarget,US,Open,Yes,Yes,Yes
T-2229,Target NJ North City #26,3225 Commerce Way,NJ North City,NJ,50195,(362) 461-2685,Standard,US,Open,Yes,Yes,Yes
T-2230,Target NJ South City #27,3350 Retail Blvd,NJ South City,NJ,50212,(788) 890-2889,Standard,US,Open,Yes,Yes,Yes
T-2231,Target NJ Central City #28,3475 Main St,NJ Central City,NJ,50019,(434) 958-9336,Standard,US,Open,Yes,Yes,Yes
T-2232,Target NJ North City #29,3600 Commerce Way,NJ North City,NJ,50126,(203) 245-1201,Standard,US,Open,Yes,Yes,Yes
T-2233,Target NJ South City #30,3725 Retail Blvd,NJ South City,NJ,50233,(451) 247-8729,Small-format,US,Open,Yes,Yes,Yes
T-2234,Target NJ Central City #31,3850 Main St,NJ Central City,NJ,50040,(573) 592-3458,Standard,US,Open,Yes,Yes,Yes
T-2235,Target NJ North City #32,3975 Commerce Way,NJ North City,NJ,50147,(384) 236-7870,Standard,US,Open,Yes,Yes,Yes
T-2236,Target NJ South City #33,4100 Retail Blvd,NJ South City,NJ,50254,(430) 529-5067,SuperTarget,US,Open,Yes,Yes,Yes
T-2237,Target NJ Central City #34,4225 Main St,NJ Central City,NJ,50061,(627) 937-6241,Standard,US,Open,Yes,Yes,Yes
T-2238,Target NJ North City #35,4350 Commerce Way,NJ North City,NJ,50168,(478) 279-7108,Standard,US,Open,Yes,Yes,Yes
T-2239,Target NJ South City #36,4475 Retail Blvd,NJ South City,NJ,50275,(323) 714-1862,Standard,US,Open,Yes,Yes,Yes
T-2240,Target NJ Central City #37,4600 Main St,NJ Central City,NJ,50082,(384) 428-9450,Standard,US,Open,Yes,Yes,Yes
T-2241,Target NJ North City #38,4725 Commerce Way,NJ North City,NJ,50189,(248) 610-2129,Standard,US,Open,Yes,Yes,Yes
T-2242,Target NJ South City #39,4850 Retail Blvd,NJ South City,NJ,50296,(677) 489-6090,Standard,US,Open,Yes,Yes,Yes
T-2243,Target NJ Central City #40,4975 Main St,NJ Central City,NJ,50013,(536) 288-8483,Small-format,US,Open,Yes,Yes,Yes
T-2244,Target NJ North City #41,5100 Commerce Way,NJ North City,NJ,50120,(209) 577-4287,SuperTarget,US,Open,Yes,Yes,Yes
T-2245,Target NJ South City #42,5225 Retail Blvd,NJ South City,NJ,50227,(499) 777-5979,Standard,US,Open,Yes,Yes,Yes
T-2246,Target NJ Central City #43,5350 Main St,NJ Central City,NJ,50034,(958) 837-4974,Standard,US,Open,Yes,Yes,Yes
T-2247,Target NJ North City #44,5475 Commerce Way,NJ North City,NJ,50141,(676) 577-9083,Standard,US,Open,Yes,Yes,Yes
T-2248,Target NJ South City #45,5600 Retail Blvd,NJ South City,NJ,50248,(401) 950-9954,Standard,US,Open,Yes,Yes,Yes
T-2249,Target NJ Central City #46,5725 Main St,NJ Central City,NJ,50055,(979) 451-3466,Standard,US,Open,Yes,Yes,Yes
T-2250,Target NJ North City #47,5850 Commerce Way,NJ North City,NJ,50162,(207) 619-1391,Standard,US,Open,Yes,Yes,Yes
T-2251,Target NJ South City #48,5975 Retail Blvd,NJ South City,NJ,50269,(439) 754-6675,Standard,US,Open,Yes,Yes,Yes
T-2252,Target VA Central City #1,100 Main St,VA Central City,VA,50010,(852) 910-1157,SuperTarget,US,Open,Yes,Yes,Yes
T-2253,Target VA North City #2,225 Commerce Way,VA North City,VA,50117,(544) 201-7164,Standard,US,Open,Yes,Yes,Yes
T-2254,Target VA South City #3,350 Retail Blvd,VA South City,VA,50224,(956) 944-6038,Standard,US,Open,Yes,Yes,Yes
T-2255,Target VA Central City #4,475 Main St,VA Central City,VA,50031,(307) 410-9680,Standard,US,Open,Yes,Yes,Yes
T-2256,Target VA North City #5,600 Commerce Way,VA North City,VA,50138,(444) 629-9061,Standard,US,Open,Yes,Yes,Yes
T-2257,Target VA South City #6,725 Retail Blvd,VA South City,VA,50245,(262) 345-5584,Standard,US,Open,Yes,Yes,Yes
T-2258,Target VA Central City #7,850 Main St,VA Central City,VA,50052,(296) 244-4792,Standard,US,Open,Yes,Yes,Yes
T-2259,Target VA North City #8,975 Commerce Way,VA North City,VA,50159,(733) 622-7102,Standard,US,Open,Yes,Yes,Yes
T-2260,Target VA South City #9,1100 Retail Blvd,VA South City,VA,50266,(670) 965-2391,SuperTarget,US,Open,Yes,Yes,Yes
T-2261,Target VA Central City #10,1225 Main St,VA Central City,VA,50073,(795) 297-9280,Small-format,US,Open,Yes,Yes,Yes
T-2262,Target VA North City #11,1350 Commerce Way,VA North City,VA,50180,(337) 852-7461,Standard,US,Open,Yes,Yes,Yes
T-2263,Target VA South City #12,1475 Retail Blvd,VA South City,VA,50287,(277) 806-2020,Standard,US,Open,Yes,Yes,Yes
T-2264,Target VA Central City #13,1600 Main St,VA Central City,VA,50094,(646) 878-3141,Standard,US,Open,Yes,Yes,Yes
T-2265,Target VA North City #14,1725 Commerce Way,VA North City,VA,50111,(443) 498-5276,Standard,US,Open,Yes,Yes,Yes
T-2266,Target VA South City #15,1850 Retail Blvd,VA South City,VA,50218,(523) 602-6345,Standard,US,Open,Yes,Yes,Yes
T-2267,Target VA Central City #16,1975 Main St,VA Central City,VA,50025,(526) 663-5455,Standard,US,Open,Yes,Yes,Yes
T-2268,Target VA North City #17,2100 Commerce Way,VA North City,VA,50132,(440) 276-4321,SuperTarget,US,Open,Yes,Yes,Yes
T-2269,Target VA South City #18,2225 Retail Blvd,VA South City,VA,50239,(340) 998-2785,Standard,US,Open,Yes,Yes,Yes
T-2270,Target VA Central City #19,2350 Main St,VA Central City,VA,50046,(360) 308-3693,Standard,US,Open,Yes,Yes,Yes
T-2271,Target VA North City #20,2475 Commerce Way,VA North City,VA,50153,(661) 677-6145,Small-format,US,Open,Yes,Yes,Yes
T-2272,Target VA South City #21,2600 Retail Blvd,VA South City,VA,50260,(617) 323-9780,Standard,US,Open,Yes,Yes,Yes
T-2273,Target VA Central City #22,2725 Main St,VA Central City,VA,50067,(567) 988-4401,Standard,US,Open,Yes,Yes,Yes
T-2274,Target VA North City #23,2850 Commerce Way,VA North City,VA,50174,(663) 515-8591,Standard,US,Open,Yes,Yes,Yes
T-2275,Target VA South City #24,2975 Retail Blvd,VA South City,VA,50281,(472) 322-2481,Standard,US,Open,Yes,Yes,Yes
T-2276,Target VA Central City #25,3100 Main St,VA Central City,VA,50088,(362) 902-5984,SuperTarget,US,Open,Yes,Yes,Yes
T-2277,Target VA North City #26,3225 Commerce Way,VA North City,VA,50195,(922) 913-1660,Standard,US,Open,Yes,Yes,Yes
T-2278,Target VA South City #27,3350 Retail Blvd,VA South City,VA,50212,(421) 535-3430,Standard,US,Open,Yes,Yes,Yes
T-2279,Target VA Central City #28,3475 Main St,VA Central City,VA,50019,(294) 928-5066,Standard,US,Open,Yes,Yes,Yes
T-2280,Target VA North City #29,3600 Commerce Way,VA North City,VA,50126,(565) 605-9412,Standard,US,Open,Yes,Yes,Yes
T-2281,Target VA South City #30,3725 Retail Blvd,VA South City,VA,50233,(251) 893-5896,Small-format,US,Open,Yes,Yes,Yes
T-2282,Target VA Central City #31,3850 Main St,VA Central City,VA,50040,(467) 378-1509,Standard,US,Open,Yes,Yes,Yes
T-2283,Target VA North City #32,3975 Commerce Way,VA North City,VA,50147,(615) 663-5093,Standard,US,Open,Yes,Yes,Yes
T-2284,Target VA South City #33,4100 Retail Blvd,VA South City,VA,50254,(297) 673-2669,SuperTarget,US,Open,Yes,Yes,Yes
T-2285,Target VA Central City #34,4225 Main St,VA Central City,VA,50061,(344) 324-1195,Standard,US,Open,Yes,Yes,Yes
T-2286,Target VA North City #35,4350 Commerce Way,VA North City,VA,50168,(264) 999-4641,Standard,US,Open,Yes,Yes,Yes
T-2287,Target VA South City #36,4475 Retail Blvd,VA South City,VA,50275,(334) 402-7563,Standard,US,Open,Yes,Yes,Yes
T-2288,Target VA Central City #37,4600 Main St,VA Central City,VA,50082,(582) 902-2376,Standard,US,Open,Yes,Yes,Yes
T-2289,Target VA North City #38,4725 Commerce Way,VA North City,VA,50189,(797) 800-5240,Standard,US,Open,Yes,Yes,Yes
T-2290,Target VA South City #39,4850 Retail Blvd,VA South City,VA,50296,(277) 222-2056,Standard,US,Open,Yes,Yes,Yes
T-2291,Target VA Central City #40,4975 Main St,VA Central City,VA,50013,(403) 861-8265,Small-format,US,Open,Yes,Yes,Yes
T-2292,Target VA North City #41,5100 Commerce Way,VA North City,VA,50120,(332) 294-6432,SuperTarget,US,Open,Yes,Yes,Yes
T-2293,Target VA South City #42,5225 Retail Blvd,VA South City,VA,50227,(326) 243-8552,Standard,US,Open,Yes,Yes,Yes
T-2294,Target VA Central City #43,5350 Main St,VA Central City,VA,50034,(252) 372-8096,Standard,US,Open,Yes,Yes,Yes
T-2295,Target VA North City #44,5475 Commerce Way,VA North City,VA,50141,(942) 604-9128,Standard,US,Open,Yes,Yes,Yes
T-2296,Target VA South City #45,5600 Retail Blvd,VA South City,VA,50248,(231) 591-7990,Standard,US,Open,Yes,Yes,Yes
T-2297,Target CO Central City #1,100 Main St,CO Central City,CO,50010,(377) 562-4517,SuperTarget,US,Open,Yes,Yes,Yes
T-2298,Target CO North City #2,225 Commerce Way,CO North City,CO,50117,(392) 481-5585,Standard,US,Open,Yes,Yes,Yes
T-2299,Target CO South City #3,350 Retail Blvd,CO South City,CO,50224,(657) 352-1567,Standard,US,Open,Yes,Yes,Yes
T-2300,Target CO Central City #4,475 Main St,CO Central City,CO,50031,(829) 834-5026,Standard,US,Open,Yes,Yes,Yes
T-2301,Target CO North City #5,600 Commerce Way,CO North City,CO,50138,(863) 502-9173,Standard,US,Open,Yes,Yes,Yes
T-2302,Target CO South City #6,725 Retail Blvd,CO South City,CO,50245,(622) 763-8848,Standard,US,Open,Yes,Yes,Yes
T-2303,Target CO Central City #7,850 Main St,CO Central City,CO,50052,(263) 289-5583,Standard,US,Open,Yes,Yes,Yes
T-2304,Target CO North City #8,975 Commerce Way,CO North City,CO,50159,(593) 340-7868,Standard,US,Open,Yes,Yes,Yes
T-2305,Target CO South City #9,1100 Retail Blvd,CO South City,CO,50266,(405) 858-9614,SuperTarget,US,Open,Yes,Yes,Yes
T-2306,Target CO Central City #10,1225 Main St,CO Central City,CO,50073,(456) 845-9907,Small-format,US,Open,Yes,Yes,Yes
T-2307,Target CO North City #11,1350 Commerce Way,CO North City,CO,50180,(220) 591-6883,Standard,US,Open,Yes,Yes,Yes
T-2308,Target CO South City #12,1475 Retail Blvd,CO South City,CO,50287,(692) 757-8940,Standard,US,Open,Yes,Yes,Yes
T-2309,Target CO Central City #13,1600 Main St,CO Central City,CO,50094,(553) 779-9231,Standard,US,Open,Yes,Yes,Yes
T-2310,Target CO North City #14,1725 Commerce Way,CO North City,CO,50111,(530) 597-5430,Standard,US,Open,Yes,Yes,Yes
T-2311,Target CO South City #15,1850 Retail Blvd,CO South City,CO,50218,(385) 226-6224,Standard,US,Open,Yes,Yes,Yes
T-2312,Target CO Central City #16,1975 Main St,CO Central City,CO,50025,(812) 424-1480,Standard,US,Open,Yes,Yes,Yes
T-2313,Target CO North City #17,2100 Commerce Way,CO North City,CO,50132,(488) 259-8728,SuperTarget,US,Open,Yes,Yes,Yes
T-2314,Target CO South City #18,2225 Retail Blvd,CO South City,CO,50239,(743) 566-4813,Standard,US,Open,Yes,Yes,Yes
T-2315,Target CO Central City #19,2350 Main St,CO Central City,CO,50046,(364) 302-5060,Standard,US,Open,Yes,Yes,Yes
T-2316,Target CO North City #20,2475 Commerce Way,CO North City,CO,50153,(873) 446-5366,Small-format,US,Open,Yes,Yes,Yes
T-2317,Target CO South City #21,2600 Retail Blvd,CO South City,CO,50260,(747) 954-1916,Standard,US,Open,Yes,Yes,Yes
T-2318,Target CO Central City #22,2725 Main St,CO Central City,CO,50067,(983) 424-7363,Standard,US,Open,Yes,Yes,Yes
T-2319,Target CO North City #23,2850 Commerce Way,CO North City,CO,50174,(564) 377-3885,Standard,US,Open,Yes,Yes,Yes
T-2320,Target CO South City #24,2975 Retail Blvd,CO South City,CO,50281,(443) 806-6210,Standard,US,Open,Yes,Yes,Yes
T-2321,Target CO Central City #25,3100 Main St,CO Central City,CO,50088,(956) 914-6878,SuperTarget,US,Open,Yes,Yes,Yes
T-2322,Target CO North City #26,3225 Commerce Way,CO North City,CO,50195,(806) 228-6761,Standard,US,Open,Yes,Yes,Yes
T-2323,Target CO South City #27,3350 Retail Blvd,CO South City,CO,50212,(782) 777-3328,Standard,US,Open,Yes,Yes,Yes
T-2324,Target CO Central City #28,3475 Main St,CO Central City,CO,50019,(777) 392-9064,Standard,US,Open,Yes,Yes,Yes
T-2325,Target CO North City #29,3600 Commerce Way,CO North City,CO,50126,(756) 516-3876,Standard,US,Open,Yes,Yes,Yes
T-2326,Target CO South City #30,3725 Retail Blvd,CO South City,CO,50233,(703) 238-2478,Small-format,US,Open,Yes,Yes,Yes
T-2327,Target CO Central City #31,3850 Main St,CO Central City,CO,50040,(258) 438-4584,Standard,US,Open,Yes,Yes,Yes
T-2328,Target CO North City #32,3975 Commerce Way,CO North City,CO,50147,(221) 739-8831,Standard,US,Open,Yes,Yes,Yes
T-2329,Target CO South City #33,4100 Retail Blvd,CO South City,CO,50254,(201) 539-4300,SuperTarget,US,Open,Yes,Yes,Yes
T-2330,Target CO Central City #34,4225 Main St,CO Central City,CO,50061,(334) 548-3907,Standard,US,Open,Yes,Yes,Yes
T-2331,Target CO North City #35,4350 Commerce Way,CO North City,CO,50168,(532) 260-1359,Standard,US,Open,Yes,Yes,Yes
T-2332,Target CO South City #36,4475 Retail Blvd,CO South City,CO,50275,(352) 800-3320,Standard,US,Open,Yes,Yes,Yes
T-2333,Target CO Central City #37,4600 Main St,CO Central City,CO,50082,(314) 738-6978,Standard,US,Open,Yes,Yes,Yes
T-2334,Target CO North City #38,4725 Commerce Way,CO North City,CO,50189,(275) 582-7481,Standard,US,Open,Yes,Yes,Yes
T-2335,Target CO South City #39,4850 Retail Blvd,CO South City,CO,50296,(801) 303-6514,Standard,US,Open,Yes,Yes,Yes
T-2336,Target CO Central City #40,4975 Main St,CO Central City,CO,50013,(510) 530-3235,Small-format,US,Open,Yes,Yes,Yes
T-2337,Target CO North City #41,5100 Commerce Way,CO North City,CO,50120,(362) 949-8157,SuperTarget,US,Open,Yes,Yes,Yes
T-2338,Target CO South City #42,5225 Retail Blvd,CO South City,CO,50227,(855) 698-6198,Standard,US,Open,Yes,Yes,Yes
T-2339,Target CO Central City #43,5350 Main St,CO Central City,CO,50034,(379) 924-6846,Standard,US,Open,Yes,Yes,Yes
T-2340,Target CO North City #44,5475 Commerce Way,CO North City,CO,50141,(429) 881-3872,Standard,US,Open,Yes,Yes,Yes
T-2341,Target MA Central City #1,100 Main St,MA Central City,MA,50010,(588) 514-5825,SuperTarget,US,Open,Yes,Yes,Yes
T-2342,Target MA North City #2,225 Commerce Way,MA North City,MA,50117,(331) 381-1029,Standard,US,Open,Yes,Yes,Yes
T-2343,Target MA South City #3,350 Retail Blvd,MA South City,MA,50224,(919) 786-7415,Standard,US,Open,Yes,Yes,Yes
T-2344,Target MA Central City #4,475 Main St,MA Central City,MA,50031,(782) 233-3983,Standard,US,Open,Yes,Yes,Yes
T-2345,Target MA North City #5,600 Commerce Way,MA North City,MA,50138,(817) 525-4619,Standard,US,Open,Yes,Yes,Yes
T-2346,Target MA South City #6,725 Retail Blvd,MA South City,MA,50245,(855) 779-2705,Standard,US,Open,Yes,Yes,Yes
T-2347,Target MA Central City #7,850 Main St,MA Central City,MA,50052,(709) 344-6425,Standard,US,Open,Yes,Yes,Yes
T-2348,Target MA North City #8,975 Commerce Way,MA North City,MA,50159,(964) 279-4899,Standard,US,Open,Yes,Yes,Yes
T-2349,Target MA South City #9,1100 Retail Blvd,MA South City,MA,50266,(556) 527-3750,SuperTarget,US,Open,Yes,Yes,Yes
T-2350,Target MA Central City #10,1225 Main St,MA Central City,MA,50073,(852) 290-6500,Small-format,US,Open,Yes,Yes,Yes
T-2351,Target MA North City #11,1350 Commerce Way,MA North City,MA,50180,(658) 211-5345,Standard,US,Open,Yes,Yes,Yes
T-2352,Target MA South City #12,1475 Retail Blvd,MA South City,MA,50287,(415) 455-2110,Standard,US,Open,Yes,Yes,Yes
T-2353,Target MA Central City #13,1600 Main St,MA Central City,MA,50094,(559) 462-2770,Standard,US,Open,Yes,Yes,Yes
T-2354,Target MA North City #14,1725 Commerce Way,MA North City,MA,50111,(938) 201-1788,Standard,US,Open,Yes,Yes,Yes
T-2355,Target MA South City #15,1850 Retail Blvd,MA South City,MA,50218,(596) 648-7875,Standard,US,Open,Yes,Yes,Yes
T-2356,Target MA Central City #16,1975 Main St,MA Central City,MA,50025,(371) 623-9078,Standard,US,Open,Yes,Yes,Yes
T-2357,Target MA North City #17,2100 Commerce Way,MA North City,MA,50132,(588) 559-9946,SuperTarget,US,Open,Yes,Yes,Yes
T-2358,Target MA South City #18,2225 Retail Blvd,MA South City,MA,50239,(585) 303-8855,Standard,US,Open,Yes,Yes,Yes
T-2359,Target MA Central City #19,2350 Main St,MA Central City,MA,50046,(792) 866-4695,Standard,US,Open,Yes,Yes,Yes
T-2360,Target MA North City #20,2475 Commerce Way,MA North City,MA,50153,(367) 662-2207,Small-format,US,Open,Yes,Yes,Yes
T-2361,Target MA South City #21,2600 Retail Blvd,MA South City,MA,50260,(235) 501-1328,Standard,US,Open,Yes,Yes,Yes
T-2362,Target MA Central City #22,2725 Main St,MA Central City,MA,50067,(527) 467-2715,Standard,US,Open,Yes,Yes,Yes
T-2363,Target MA North City #23,2850 Commerce Way,MA North City,MA,50174,(276) 550-3787,Standard,US,Open,Yes,Yes,Yes
T-2364,Target MA South City #24,2975 Retail Blvd,MA South City,MA,50281,(585) 364-2228,Standard,US,Open,Yes,Yes,Yes
T-2365,Target MA Central City #25,3100 Main St,MA Central City,MA,50088,(761) 295-6536,SuperTarget,US,Open,Yes,Yes,Yes
T-2366,Target MA North City #26,3225 Commerce Way,MA North City,MA,50195,(809) 828-8909,Standard,US,Open,Yes,Yes,Yes
T-2367,Target MA South City #27,3350 Retail Blvd,MA South City,MA,50212,(922) 231-8066,Standard,US,Open,Yes,Yes,Yes
T-2368,Target MA Central City #28,3475 Main St,MA Central City,MA,50019,(870) 368-8113,Standard,US,Open,Yes,Yes,Yes
T-2369,Target MA North City #29,3600 Commerce Way,MA North City,MA,50126,(361) 254-2659,Standard,US,Open,Yes,Yes,Yes
T-2370,Target MA South City #30,3725 Retail Blvd,MA South City,MA,50233,(540) 410-4112,Small-format,US,Open,Yes,Yes,Yes
T-2371,Target MA Central City #31,3850 Main St,MA Central City,MA,50040,(620) 913-9849,Standard,US,Open,Yes,Yes,Yes
T-2372,Target MA North City #32,3975 Commerce Way,MA North City,MA,50147,(472) 876-5612,Standard,US,Open,Yes,Yes,Yes
T-2373,Target MA South City #33,4100 Retail Blvd,MA South City,MA,50254,(505) 443-2571,SuperTarget,US,Open,Yes,Yes,Yes
T-2374,Target MA Central City #34,4225 Main St,MA Central City,MA,50061,(251) 602-9043,Standard,US,Open,Yes,Yes,Yes
T-2375,Target MA North City #35,4350 Commerce Way,MA North City,MA,50168,(358) 255-6911,Standard,US,Open,Yes,Yes,Yes
